data,favorite_cnt,id,reply_to_id,retweet_cnt,text,user,user_id
Wed Sep 18 16:36:13 +0000 2019,0,1174361495796375553,,0,@dony92 Presque… Essayez encore pour remporter le ballon officiel de la #RWC2019 signé ! [LIEN],TF1,103821088
Wed Sep 18 16:36:10 +0000 2019,1,1174361481346985987,,1,"@CabacoD Bien visé ! Votre tir rapporte des points à votre équipe favorite, vous êtes désormais qualifié pour le tirage au sort !  👏 [LIEN]",TF1,103821088
Wed Sep 18 16:36:10 +0000 2019,1,1174361479749013509,,0,@N0DaR Bel essai ! Vous avez parfaitement cadré ! Il faut désormais attendre le tirage au sort pour découvrir si vous remportez le ballon officiel de la #RWC2019 !  👏 [LIEN],TF1,103821088
Wed Sep 18 16:35:20 +0000 2019,1,1174361270700716033,,0,"@GetSwello Dommage, il aurait sûrement fallu tirer de l’autre côté ! N’hésitez pas à retenter votre chance ! 🤔 [LIEN]",TF1,103821088
Wed Sep 18 16:34:42 +0000 2019,0,1174361112764125185,,0,@dony92 Presque… Essayez encore pour remporter le ballon officiel de la #RWC2019 signé ! [LIEN],TF1,103821088
Wed Sep 18 16:33:45 +0000 2019,0,1174360874221547525,,0,@KarlThieulin Bel essai ! Vous avez parfaitement cadré ! Il faut désormais attendre le tirage au sort pour découvrir si vous remportez le ballon officiel de la #RWC2019 !  👏 [LIEN],TF1,103821088
Wed Sep 18 16:31:32 +0000 2019,1,1174360317025013761,,0,@thomas02q Presque… Essayez encore pour remporter le ballon officiel de la #RWC2019 signé ! [LIEN],TF1,103821088
Wed Sep 18 16:28:52 +0000 2019,0,1174359643235192833,,0,@FloMedias Mince… Votre tir passe à quelques centimètres ! N’hésitez pas à retenter votre chance ! 🏈 [LIEN],TF1,103821088
Wed Sep 18 16:28:37 +0000 2019,0,1174359582073921536,,0,@GrossoSteve C’est raté ! 😞 Vous y étiez presque ! N’hésitez pas à rejouer ! [LIEN],TF1,103821088
Wed Sep 18 16:27:57 +0000 2019,0,1174359415287361536,,0,@AurelienSalan Mince… Votre tir passe à quelques centimètres ! N’hésitez pas à retenter votre chance ! 🏈 [LIEN],TF1,103821088
Wed Sep 18 16:25:58 +0000 2019,0,1174358915682852864,,0,@adjernien C’est raté ! 😞 Vous y étiez presque ! N’hésitez pas à rejouer ! [LIEN],TF1,103821088
Wed Sep 18 16:25:43 +0000 2019,0,1174358852894121984,,0,@LucieBardon Presque… Essayez encore pour remporter le ballon officiel de la #RWC2019 signé ! [LIEN],TF1,103821088
Wed Sep 18 16:25:35 +0000 2019,0,1174358816772763648,,0,@dadinho777 Presque… Essayez encore pour remporter le ballon officiel de la #RWC2019 signé ! [LIEN],TF1,103821088
Wed Sep 18 16:24:54 +0000 2019,0,1174358646374981634,,0,@LVagues Presque… Essayez encore pour remporter le ballon officiel de la #RWC2019 signé ! [LIEN],TF1,103821088
Wed Sep 18 16:24:30 +0000 2019,0,1174358545984294913,,0,@dadinho777 Mince… Votre tir passe à quelques centimètres ! N’hésitez pas à retenter votre chance ! 🏈 [LIEN],TF1,103821088
Wed Sep 18 16:24:14 +0000 2019,0,1174358480628658177,,0,@Arnaud__Blin Mince… Votre tir passe à quelques centimètres ! N’hésitez pas à retenter votre chance ! 🏈 [LIEN],TF1,103821088
Wed Sep 18 16:23:57 +0000 2019,1,1174358409073823744,,0,@gafisme C’est raté ! 😞 Vous y étiez presque ! N’hésitez pas à rejouer ! [LIEN],TF1,103821088
Wed Sep 18 16:22:56 +0000 2019,0,1174358150251724801,,0,@Arnaud__Blin C’est raté ! 😞 Vous y étiez presque ! N’hésitez pas à rejouer ! [LIEN],TF1,103821088
Wed Sep 18 16:22:55 +0000 2019,0,1174358148762734592,,0,@adrienalmd C’est raté ! 😞 Vous y étiez presque ! N’hésitez pas à rejouer ! [LIEN],TF1,103821088
Wed Sep 18 16:22:43 +0000 2019,29,1174358096157847552,,7,"Vous avez jusqu’au 20 septembre, 12h45 pour tenter votre chance pour le match d’ouverture #JPNvsRUS ! #RWC2019

Règlement : [LIEN]

Bonne chance ! 🏈
#RWCTF1",TF1,103821088
Wed Sep 18 15:30:33 +0000 2019,3,1174344969982742528,,0,@CarolyneColas @clement_remiens @EdenDucourant @DemaisonFx @AureAtika RDV dès demain à 10h pour découvrir les premières minutes de #PourSarah😉,TF1,103821088
Mon Sep 16 12:49:50 +0000 2019,27,1173579746040586240,,4,@TournayreAgnes @DALS_TF1 @lindahardy @christophelicat Et ça commence fort pour @lindahardy :   [LIEN] 💃🔥,TF1,103821088
Mon Sep 16 12:37:08 +0000 2019,3,1173576549817171968,,1,@sandrineduverne Avec Corinne Masiero @NoomDiawara et un casting énorme 😍,TF1,103821088
Mon Sep 16 12:34:33 +0000 2019,4,1173575900216119297,,1,@NoreKamilafan La fin s'annonce 🔥🔥🔥,TF1,103821088
Mon Sep 16 12:34:08 +0000 2019,5,1173575794532265985,,1,@nat9143 Les deux derniers épisodes 😢,TF1,103821088
Mon Sep 16 09:45:17 +0000 2019,2,1173533302818594816,,0,@MarineBegue1 On a hâte 💃😍,TF1,103821088
Mon Sep 16 09:44:40 +0000 2019,1,1173533150523338752,,1,@LauraProville Quelle star supportez-vous cette saison ?💃,TF1,103821088
Mon Sep 16 09:43:13 +0000 2019,1,1173532784369033217,,0,@cindycrofordto Un beau programme 😍,TF1,103821088
