date,favorite_cnt,id,reply_to_id,retweet_cnt,text,user,user_id
Mon Oct 14 17:46:46 +0000 2019,,1183801331368239105,1183801005084991495,,"L’ancien ministre, qui participe ce mardi soir à une émission spéciale de France 2 consacrée à l’écologie, appelle les gouvernements à «sortir des promesses pour rentrer dans un effort de guerre» &gt; [LIEN] #NicolasHulot",Le Parisien,38142665
