date,favorite_cnt,id,reply_to_id,retweet_cnt,text,user,user_id
Tue Oct 08 17:12:13 +0000 2019,,1181618311244795910,1.1815790217772892e+18,,"Sans oublier @ird_fr @CNRS &amp; une mention spéciale à Michel Mayor, docteur honoris causa @univamu !",Aix-Marseille Université,593552841
