date,favorite_cnt,id,reply_to_id,retweet_cnt,text,user,user_id
Thu Oct 10 13:34:39 +0000 2019,,1182288333004775425,1181953072580481026,,"@VGCU84 Renseignements pris auprès de nos services, il n'y a pas eu d'intervention de la Ville, ni pour enlever ces affiches, ni repeindre ce mur.
La Ville de Marseille demeure par ailleurs très attachée à l'@OM_Officiel et par conséquent aux illustres joueurs qui ont fait sa gloire.",Ville de Marseille,223409548
Wed Oct 09 13:21:34 +0000 2019,,1181922655806590976,1181921315927838720,,"@iamanticlimax @lamarsweb @laprovence @Marseille_News Bonjour,
Pouvez-vous nous indiquer à quelle adresse ces tags ont-ils été effectués ?
Nous ferons remonter l’information à Allô Mairie, compétent pour faire procéder à leur l’enlèvement.",Ville de Marseille,223409548
Wed Oct 09 13:17:10 +0000 2019,,1181921548690743296,1181879149599830016,,"@beligane Bonjour,
Pouvez-vous nous dire où se trouvent ces lampadaires ?",Ville de Marseille,223409548
